Total price,Montly installment,Year.Car.Model,Used.Transmission,Seller Name,Seller location,transmission,milage (Thousands),year,manufacturer,model,extra
99900.0,1979.0,2017 Tata Bolt Hatch 1.2T XMS,Used Car88 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,88.0,2017,Tata,Bolt,"['Hatch', '1.2T', 'XMS']"
99900.0,1979.0,2019 Datsun Go 1.2 Mid,Used Car85 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,85.0,2019,Datsun,Go,"['1.2', 'Mid']"
99900.0,1979.0,2014 Kia Rio hatch 1.4 Tec,Used Car154 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,154.0,2014,Kia,Rio,"['hatch', '1.4', 'Tec']"
99900.0,1979.0,2016 GWM Steed 5 2.2MPi Workhorse,Used Car160 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,160.0,2016,GWM,Steed,"['5', '2.2MPi', 'Workhorse']"
99900.0,1979.0,2016 Hyundai Accent Sedan 1.6 Motion,Used Car161 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,161.0,2016,Hyundai,Accent,"['Sedan', '1.6', 'Motion']"
99900.0,1979.0,2014 Renault Clio 66kW Turbo Expression,Used Car124 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,124.0,2014,Renault,Clio,"['66kW', 'Turbo', 'Expression']"
99900.0,1979.0,2012 Kia Cerato Sedan 2.0 SX,Used Car165 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,165.0,2012,Kia,Cerato,"['Sedan', '2.0', 'SX']"
99900.0,1979.0,2012 Volkswagen Polo Hatch 1.2TDI BlueMotion,Used Car208 949 kmManual,MMU MOTORS,"Windsor West, Randburg",Manual,208.949,2012,Volkswagen,Polo,"['Hatch', '1.2TDI', 'BlueMotion']"
99900.0,1979.0,2011 Nissan X-Trail 2.0 XE,Used Car177 000 kmManual,EBK AUTO DEALERS LA ROCHELLE,"Vrededorp, Johannesburg",Manual,177.0,2011,Nissan,X-Trail,"['2.0', 'XE']"
99900.0,1979.0,2017 Datsun Go 1.2 Lux,Used Car94 000 kmManual,F&J Car Sales,"Vereeniging Central, Vereeniging",Manual,94.0,2017,Datsun,Go,"['1.2', 'Lux']"
99900.0,1979.0,2010 Mahindra Scorpio 2.6 Turbo 7-Seater,Used Car196 159 kmManual,EASY AUTO FIN (PTY) LTD,"Vereeniging Central, Vereeniging",Manual,196.159,2010,Mahindra,Scorpio,"['2.6', 'Turbo', '7-Seater']"
99900.0,1979.0,2016 Chevrolet Spark 1.2,Used Car107 000 kmManual,KOOS AND MIKE USED CARS,"Vanderbijlpark CW 4, Vanderbijlpark",Manual,107.0,2016,Chevrolet,Spark,['1.2']
99900.0,1979.0,2015 Ford Figo 1.4 Ambiente,Used Car130 085 kmManual,AURINIA MOTORS,"Silverton, Pretoria",Manual,130.085,2015,Ford,Figo,"['1.4', 'Ambiente']"
99900.0,1979.0,2014 Renault Sandero 66kW Turbo Dynamique,Used Car192 000 kmManual,KOOS AND MIKE USED CARS,"Vanderbijlpark CW 4, Vanderbijlpark",Manual,192.0,2014,Renault,Sandero,"['66kW', 'Turbo', 'Dynamique']"
99900.0,1979.0,2012 Fiat 500 1.4 Lounge,Used Car131 000 kmManual,KOOS AND MIKE USED CARS,"Vanderbijlpark CW 4, Vanderbijlpark",Manual,131.0,2012,Fiat,500,"['1.4', 'Lounge']"
99900.0,1979.0,2014 Ford Figo 1.4TDCi Ambiente,Used Car129 000 kmManual,KOOS AND MIKE USED CARS,"Vanderbijlpark CW 4, Vanderbijlpark",Manual,129.0,2014,Ford,Figo,"['1.4TDCi', 'Ambiente']"
99900.0,1979.0,2012 Mazda Mazda3 Sedan 1.6 Original,Used Car225 000 kmManual,AURINIA MOTORS,"Silverton, Pretoria",Manual,225.0,2012,Mazda,Mazda3,"['Sedan', '1.6', 'Original']"
99900.0,1979.0,2011 Ford Bantam 1.6I Xlt,Used Car181 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,181.0,2011,Ford,Bantam,"['1.6I', 'Xlt']"
99900.0,1979.0,2015 Volkswagen Polo Vivo Maxx 1.6,Used Car104 000 kmManual,EBK AUTO DEALERS LA ROCHELLE,"Vrededorp, Johannesburg",Manual,104.0,2015,Volkswagen,Polo,"['Vivo', 'Maxx', '1.6']"
99900.0,1979.0,2017 Renault Kwid 1.0 Expression,Used Car99 033 kmManual,HEYHALFWAY FOURWAYS,"Magaliesview, Sandton",Manual,99.033,2017,Renault,Kwid,"['1.0', 'Expression']"
99900.0,1979.0,2014 BMW 1 Series 118i 5-Door Auto,Used Car130 000 kmAutomatic,EBK AUTO DEALERS LA ROCHELLE,"Vrededorp, Johannesburg",Automatic,130.0,2014,BMW,1,"['Series', '118i', '5-Door', 'Auto']"
99800.0,1977.0,2015 Peugeot 107 1.0 Urban,Used Car127 000 kmManual,CINZACO AUTO VAAL,"Duncanville, Vereeniging",Manual,127.0,2015,Peugeot,107,"['1.0', 'Urban']"
99000.0,1961.0,2016 Volkswagen Polo Vivo Sedan 1.4 Conceptline,Used Car153 443 kmManual,S4 AUTO BOKSBURG,"Beyers Park, Boksburg",Manual,153.443,2016,Volkswagen,Polo,"['Vivo', 'Sedan', '1.4', 'Conceptline']"
99000.0,1961.0,2012 Mercedes-Benz Vito 113 CDI Panel Van,Used Car192 600 kmManual,S4 AUTO BOKSBURG,"Beyers Park, Boksburg",Manual,192.6,2012,Mercedes-Benz,Vito,"['113', 'CDI', 'Panel', 'Van']"
99000.0,1961.0,2011 Subaru XV 2.0R Auto,Used Car201 614 kmAutomatic,KARAM MOTORS,"Fontainebleau, Randburg",Automatic,201.614,2011,Subaru,XV,"['2.0R', 'Auto']"
98900.0,1959.0,2010 Ford Fiesta 1.6 5-Door Ambiente,Used Car167 789 kmManual,AUTO VISION,"Annlin, Pretoria",Manual,167.789,2010,Ford,Fiesta,"['1.6', '5-Door', 'Ambiente']"
98000.0,1941.0,2018 Toyota Etios Sedan 1.5 Xs,Used Car156 505 kmManual,S4 AUTO BOKSBURG,"Beyers Park, Boksburg",Manual,156.505,2018,Toyota,Etios,"['Sedan', '1.5', 'Xs']"
97900.0,1940.0,2016 Chevrolet Spark 1.2 LS,Used Car185 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,185.0,2016,Chevrolet,Spark,"['1.2', 'LS']"
97900.0,1940.0,2011 Renault Scenic 1.9dCi Dynamique,Used Car210 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,210.0,2011,Renault,Scenic,"['1.9dCi', 'Dynamique']"
97900.0,1940.0,2012 Jeep Compass 2.0L Limited,Used Car145 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,145.0,2012,Jeep,Compass,"['2.0L', 'Limited']"
97900.0,1940.0,2014 Nissan Almera 1.5 Acenta,Used Car161 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,161.0,2014,Nissan,Almera,"['1.5', 'Acenta']"
97900.0,1940.0,2013 Dodge Journey 3.6 R/T,Used Car192 000 kmAutomatic,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Automatic,192.0,2013,Dodge,Journey,"['3.6', 'R/T']"
95000.0,1882.0,2016 Volkswagen Polo Vivo Sedan 1.4 Conceptline,Used Car204 031 kmManual,S4 AUTO BOKSBURG,"Beyers Park, Boksburg",Manual,204.031,2016,Volkswagen,Polo,"['Vivo', 'Sedan', '1.4', 'Conceptline']"
95000.0,1882.0,2015 Volkswagen Polo Vivo Sedan 1.4 Conceptline,Used Car128 022 kmManual,S4 AUTO BOKSBURG,"Beyers Park, Boksburg",Manual,128.022,2015,Volkswagen,Polo,"['Vivo', 'Sedan', '1.4', 'Conceptline']"
95000.0,1882.0,2016 Volkswagen Polo Vivo Sedan 1.4 Conceptline,Used Car247 753 kmManual,S4 AUTO BOKSBURG,"Beyers Park, Boksburg",Manual,247.753,2016,Volkswagen,Polo,"['Vivo', 'Sedan', '1.4', 'Conceptline']"
94900.0,1880.0,2011 Volvo S40 2.0 L,Used Car228 000 kmManual,CARZUKA - SANDTON CITY,"Sandton Central, Sandton",Manual,228.0,2011,Volvo,S40,"['2.0', 'L']"
94900.0,1880.0,2014 Opel Corsa 1.4 Essentia,Used Car171 000 kmManual,CARZUKA - SANDTON CITY,"Sandton Central, Sandton",Manual,171.0,2014,Opel,Corsa,"['1.4', 'Essentia']"
94900.0,1880.0,2015 Volkswagen up! take up! 3-Door 1.0,Used Car190 000 kmManual,CARZUKA - SANDTON CITY,"Sandton Central, Sandton",Manual,190.0,2015,Volkswagen,up!,"['take', 'up!', '3-Door', '1.0']"
94900.0,1880.0,2013 Nissan Livina 1.6 Visia,Used Car216 000 kmManual,CARZUKA - SANDTON CITY,"Sandton Central, Sandton",Manual,216.0,2013,Nissan,Livina,"['1.6', 'Visia']"
94900.0,1880.0,2011 Nissan X-Trail 2.0 XE,Used Car272 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,272.0,2011,Nissan,X-Trail,"['2.0', 'XE']"
94900.0,1880.0,2014 Opel Corsa 1.4 Essentia,Used Car171 000 kmManual,CARZUKA - SANDTON CITY,"Sandton Central, Sandton",Manual,171.0,2014,Opel,Corsa,"['1.4', 'Essentia']"
94900.0,1880.0,2015 Volkswagen up! take up! 3-Door 1.0,Used Car190 000 kmManual,CARZUKA - SANDTON CITY,"Sandton Central, Sandton",Manual,190.0,2015,Volkswagen,up!,"['take', 'up!', '3-Door', '1.0']"
94900.0,1880.0,2013 Nissan Livina 1.6 Visia,Used Car216 000 kmManual,CARZUKA - SANDTON CITY,"Sandton Central, Sandton",Manual,216.0,2013,Nissan,Livina,"['1.6', 'Visia']"
94900.0,1880.0,2013 Hyundai Accent 1.6 GLS Auto,Used Car222 000 kmAutomatic,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Automatic,222.0,2013,Hyundai,Accent,"['1.6', 'GLS', 'Auto']"
94900.0,1880.0,2013 Volkswagen Polo 1.4 Comfortline,Used Car112 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,112.0,2013,Volkswagen,Polo,"['1.4', 'Comfortline']"
94900.0,1880.0,2022 Daihatsu Terios 1.5,Used Car222 800 kmManual,AUTO VISION,"Annlin, Pretoria",Manual,222.8,2022,Daihatsu,Terios,['1.5']
94000.0,1862.0,2019 Nissan Almera 1.5 Acenta Auto,Used Car135 582 kmAutomatic,S4 AUTO BOKSBURG,"Beyers Park, Boksburg",Automatic,135.582,2019,Nissan,Almera,"['1.5', 'Acenta', 'Auto']"
93000.0,1842.0,2019 Renault Kwid 1.0 Dynamique,Used Car58 819 kmManual,S4 AUTO BOKSBURG,"Beyers Park, Boksburg",Manual,58.819,2019,Renault,Kwid,"['1.0', 'Dynamique']"
92900.0,1840.0,2014 Suzuki Swift Hatch 1.2 GL,Used Car150 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,150.0,2014,Suzuki,Swift,"['Hatch', '1.2', 'GL']"
92900.0,1840.0,2013 GWM H5 2.4 4x4 Lux,Used Car174 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,174.0,2013,GWM,H5,"['2.4', '4x4', 'Lux']"
92900.0,1840.0,2016 Tata Super Ace 1.4TD DLE,Used Car100 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,100.0,2016,Tata,Super,"['Ace', '1.4TD', 'DLE']"
92000.0,1823.0,2013 Toyota Etios Sedan 1.5 Xs,Used Car161 582 kmManual,S4 AUTO BOKSBURG,"Beyers Park, Boksburg",Manual,161.582,2013,Toyota,Etios,"['Sedan', '1.5', 'Xs']"
91900.0,1821.0,2016 Suzuki Splash 1.2 GA,Used Car101 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,101.0,2016,Suzuki,Splash,"['1.2', 'GA']"
91900.0,1821.0,2015 Renault Sandero Stepway 66kW Turbo,Used Car287 000 kmManual,CARZUKA - SANDTON CITY,"Sandton Central, Sandton",Manual,287.0,2015,Renault,Sandero,"['Stepway', '66kW', 'Turbo']"
90000.0,1783.0,2015 Volkswagen Polo Vivo Sedan 1.4 Conceptline,Used Car188 536 kmManual,S4 AUTO BOKSBURG,"Beyers Park, Boksburg",Manual,188.536,2015,Volkswagen,Polo,"['Vivo', 'Sedan', '1.4', 'Conceptline']"
89950.0,1782.0,2011 Ford Figo 1.4TDCi Ambiente,Used Car132 755 kmManual,SA MOTORCORP 2,"Blairgowrie, Randburg",Manual,132.755,2011,Ford,Figo,"['1.4TDCi', 'Ambiente']"
89950.0,1782.0,2010 Ford Fiesta 5-door 1.4 Ambiente,Used Car200 000 kmManual,PINNACLE CARS CC,"Kensington B, Randburg",Manual,200.0,2010,Ford,Fiesta,"['5-door', '1.4', 'Ambiente']"
89900.0,1781.0,2015 Nissan Micra 1.2 Visia+ (audio),Used Car118 000 kmManual,EBK AUTO DEALERS LA ROCHELLE,"Vrededorp, Johannesburg",Manual,118.0,2015,Nissan,Micra,"['1.2', 'Visia+', '(audio)']"
89900.0,1781.0,2011 Ford Focus 1.8 Sedan Ambiente,Used Car162 000 kmManual,EBK AUTO DEALERS LA ROCHELLE,"Vrededorp, Johannesburg",Manual,162.0,2011,Ford,Focus,"['1.8', 'Sedan', 'Ambiente']"
89900.0,1781.0,2012 Hyundai i30 1.8 GLS,Used Car224 000 kmManual,EBK AUTO DEALERS LA ROCHELLE,"Vrededorp, Johannesburg",Manual,224.0,2012,Hyundai,i30,"['1.8', 'GLS']"
89900.0,1781.0,2015 Nissan Micra 1.2 Visia+ (audio),Used Car118 000 kmManual,EBK AUTO DEALERS LA ROCHELLE,"Vrededorp, Johannesburg",Manual,118.0,2015,Nissan,Micra,"['1.2', 'Visia+', '(audio)']"
89900.0,1781.0,2011 Ford Focus 1.8 Sedan Ambiente,Used Car162 000 kmManual,EBK AUTO DEALERS LA ROCHELLE,"Vrededorp, Johannesburg",Manual,162.0,2011,Ford,Focus,"['1.8', 'Sedan', 'Ambiente']"
89900.0,1781.0,2012 Hyundai i30 1.8 GLS,Used Car224 000 kmManual,EBK AUTO DEALERS LA ROCHELLE,"Vrededorp, Johannesburg",Manual,224.0,2012,Hyundai,i30,"['1.8', 'GLS']"
89900.0,1781.0,2011 Audi A3 3-Door 1.4T Attraction,Used Car186 000 kmManual,EBK AUTO DEALERS LA ROCHELLE,"Vrededorp, Johannesburg",Manual,186.0,2011,Audi,A3,"['3-Door', '1.4T', 'Attraction']"
89900.0,1781.0,2013 Hyundai i10 1.1 GLS,Used Car58 000 kmManual,EBK AUTO DEALERS LA ROCHELLE,"Vrededorp, Johannesburg",Manual,58.0,2013,Hyundai,i10,"['1.1', 'GLS']"
89900.0,1781.0,2013 Volkswagen Polo Sedan 1.6TDI Comfortline,Used Car114 000 kmManual,EBK AUTO DEALERS LA ROCHELLE,"Vrededorp, Johannesburg",Manual,114.0,2013,Volkswagen,Polo,"['Sedan', '1.6TDI', 'Comfortline']"
89900.0,1781.0,2010 Honda Jazz 1.5 EX,Used Car171 000 kmManual,NMI TOYOTA MENLYN,"Waterkloof Glen, Pretoria",Manual,171.0,2010,Honda,Jazz,"['1.5', 'EX']"
89900.0,1781.0,2011 Hyundai i20 1.4 GL,Used Car173 578 kmManual,LISACARS,"Wilbart, Germiston",Manual,173.578,2011,Hyundai,i20,"['1.4', 'GL']"
89900.0,1781.0,2011 SsangYong Actyon Sports 200xdi 4x4,Used Car186 000 kmManual,EBK AUTO DEALERS BRAAMFONTEIN,"Vrededorp, Johannesburg",Manual,186.0,2011,SsangYong,Actyon,"['Sports', '200xdi', '4x4']"
89900.0,1781.0,2010 Toyota Auris 1.6 XI,Used Car192 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,192.0,2010,Toyota,Auris,"['1.6', 'XI']"
89900.0,1781.0,2011 Opel Corsa 1.6 Turbo Sport,Used Car192 000 kmManual,EBK AUTO DEALERS LA ROCHELLE,"Vrededorp, Johannesburg",Manual,192.0,2011,Opel,Corsa,"['1.6', 'Turbo', 'Sport']"
89900.0,1781.0,2019 Renault Kwid 1.0 Expression,Used Car66 000 kmManual,EBK AUTO DEALERS LA ROCHELLE,"Vrededorp, Johannesburg",Manual,66.0,2019,Renault,Kwid,"['1.0', 'Expression']"
89900.0,1781.0,2014 Ford Figo 1.4 Ambiente,Used Car135 298 kmManual,ANGELS MOTOR GROUP,"Randjespark, Midrand",Manual,135.298,2014,Ford,Figo,"['1.4', 'Ambiente']"
89900.0,1781.0,2013 Ford Fiesta 5-door 1.4 Ambiente,Used Car225 732 kmManual,CHICANE AUTO,"Windsor West, Randburg",Manual,225.732,2013,Ford,Fiesta,"['5-door', '1.4', 'Ambiente']"
89900.0,1781.0,2015 Renault Sandero 66kW Turbo Dynamique,Used Car131 674 kmManual,CHICANE AUTO,"Windsor West, Randburg",Manual,131.674,2015,Renault,Sandero,"['66kW', 'Turbo', 'Dynamique']"
89900.0,1781.0,2014 Chevrolet Sonic Sedan 1.6 LS Auto,Used Car150 000 kmAutomatic,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Automatic,150.0,2014,Chevrolet,Sonic,"['Sedan', '1.6', 'LS', 'Auto']"
89900.0,1781.0,2011 Hyundai i20 1.4 GL,Used Car111 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,111.0,2011,Hyundai,i20,"['1.4', 'GL']"
89900.0,1781.0,2011 Renault Clio RS 20th Anniversary Edition,Used Car160 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,160.0,2011,Renault,Clio,"['RS', '20th', 'Anniversary', 'Edition']"
89900.0,1781.0,2018 Tata Bolt Hatch 1.2T XMS,Used Car68 000 kmManual,CARZUKA - EASTGATE SHOPPING CENTRE,"Bedfordview, Bedfordview",Manual,68.0,2018,Tata,Bolt,"['Hatch', '1.2T', 'XMS']"
